contract_id,issue_month,seller,buyer,division,transaction_currency,transaction_amount,original_reporting_eur,receivable_journal_id,payable_journal_id,payment_terms_months,settlement_month
IC-2026-04-CZ01-US01-Hardware,2026-04,CZ01,US01,Hardware,CZK,51353834.9577,2058626.23,ICSALE-2026-04-CZ01-US01-Hardware,ICBUY-2026-04-US01-CZ01-Hardware,1,2026-05
IC-2026-05-CN01-DE01-Hardware,2026-05,CN01,DE01,Hardware,CNY,11878246.0741,1510327.31,ICSALE-2026-05-CN01-DE01-Hardware,ICBUY-2026-05-DE01-CN01-Hardware,1,2026-06
IC-2026-05-CN01-ES01-Hardware,2026-05,CN01,ES01,Hardware,CNY,16322155.4464,2075373.5,ICSALE-2026-05-CN01-ES01-Hardware,ICBUY-2026-05-ES01-CN01-Hardware,2,2026-07
IC-2026-05-CN01-ES01-Spare Parts,2026-05,CN01,ES01,Spare Parts,CNY,2557227.2784,325153.24,ICSALE-2026-05-CN01-ES01-SpareParts,ICBUY-2026-05-ES01-CN01-SpareParts,2,2026-07
IC-2026-05-CN01-JP01-Hardware,2026-05,CN01,JP01,Hardware,CNY,12603509.4001,1602545.05,ICSALE-2026-05-CN01-JP01-Hardware,ICBUY-2026-05-JP01-CN01-Hardware,1,2026-06
IC-2026-05-CN01-JP01-Spare Parts,2026-05,CN01,JP01,Spare Parts,CNY,9905275.1911,1259462.68,ICSALE-2026-05-CN01-JP01-SpareParts,ICBUY-2026-05-JP01-CN01-SpareParts,1,2026-06
IC-2026-05-CN01-US01-Hardware,2026-05,CN01,US01,Hardware,CNY,18362378.3379,2334789.27,ICSALE-2026-05-CN01-US01-Hardware,ICBUY-2026-05-US01-CN01-Hardware,2,2026-07
IC-2026-05-CZ01-DE01-Hardware,2026-05,CZ01,DE01,Hardware,CZK,56749728.9676,2286383.89,ICSALE-2026-05-CZ01-DE01-Hardware,ICBUY-2026-05-DE01-CZ01-Hardware,1,2026-06
IC-2026-05-CZ01-ES01-Hardware,2026-05,CZ01,ES01,Hardware,CZK,52584601.1165,2118575.49,ICSALE-2026-05-CZ01-ES01-Hardware,ICBUY-2026-05-ES01-CZ01-Hardware,1,2026-06
IC-2026-05-CZ01-ES01-Spare Parts,2026-05,CZ01,ES01,Spare Parts,CZK,22392955.4971,902187.44,ICSALE-2026-05-CZ01-ES01-SpareParts,ICBUY-2026-05-ES01-CZ01-SpareParts,1,2026-06
IC-2026-05-CZ01-JP01-Hardware,2026-05,CZ01,JP01,Hardware,CZK,25918290.4277,1044219.29,ICSALE-2026-05-CZ01-JP01-Hardware,ICBUY-2026-05-JP01-CZ01-Hardware,2,2026-07
IC-2026-05-CZ01-JP01-Spare Parts,2026-05,CZ01,JP01,Spare Parts,CZK,9584823.2348,386161.94,ICSALE-2026-05-CZ01-JP01-SpareParts,ICBUY-2026-05-JP01-CZ01-SpareParts,2,2026-07
IC-2026-05-CZ01-US01-Hardware,2026-05,CZ01,US01,Hardware,CZK,46475735.9311,1872456.06,ICSALE-2026-05-CZ01-US01-Hardware,ICBUY-2026-05-US01-CZ01-Hardware,1,2026-06
IC-2026-06-CN01-DE01-Hardware,2026-06,CN01,DE01,Hardware,CNY,11831733.9122,1527466.62,ICSALE-2026-06-CN01-DE01-Hardware,ICBUY-2026-06-DE01-CN01-Hardware,2,2026-08
IC-2026-06-CN01-ES01-Hardware,2026-06,CN01,ES01,Hardware,CNY,12427035.5746,1604319.55,ICSALE-2026-06-CN01-ES01-Hardware,ICBUY-2026-06-ES01-CN01-Hardware,1,2026-07
IC-2026-06-CN01-ES01-Spare Parts,2026-06,CN01,ES01,Spare Parts,CNY,2122481.9117,274010.58,ICSALE-2026-06-CN01-ES01-SpareParts,ICBUY-2026-06-ES01-CN01-SpareParts,1,2026-07
IC-2026-06-CN01-JP01-Hardware,2026-06,CN01,JP01,Hardware,CNY,9281503.3578,1198234.06,ICSALE-2026-06-CN01-JP01-Hardware,ICBUY-2026-06-JP01-CN01-Hardware,2,2026-08
IC-2026-06-CN01-JP01-Spare Parts,2026-06,CN01,JP01,Spare Parts,CNY,9201781.3677,1187942.02,ICSALE-2026-06-CN01-JP01-SpareParts,ICBUY-2026-06-JP01-CN01-SpareParts,1,2026-07
IC-2026-06-CN01-US01-Hardware,2026-06,CN01,US01,Hardware,CNY,16157218.5691,2085882.95,ICSALE-2026-06-CN01-US01-Hardware,ICBUY-2026-06-US01-CN01-Hardware,2,2026-08
IC-2026-06-CZ01-DE01-Hardware,2026-06,CZ01,DE01,Hardware,CZK,58823996.2887,2380572.78,ICSALE-2026-06-CZ01-DE01-Hardware,ICBUY-2026-06-DE01-CZ01-Hardware,2,2026-08
IC-2026-06-CZ01-ES01-Hardware,2026-06,CZ01,ES01,Hardware,CZK,44010300.9505,1781071.18,ICSALE-2026-06-CZ01-ES01-Hardware,ICBUY-2026-06-ES01-CZ01-Hardware,1,2026-07
IC-2026-06-CZ01-ES01-Spare Parts,2026-06,CZ01,ES01,Spare Parts,CZK,19566186.6943,791832.15,ICSALE-2026-06-CZ01-ES01-SpareParts,ICBUY-2026-06-ES01-CZ01-SpareParts,1,2026-07
IC-2026-06-CZ01-JP01-Hardware,2026-06,CZ01,JP01,Hardware,CZK,22255740.9455,900676.84,ICSALE-2026-06-CZ01-JP01-Hardware,ICBUY-2026-06-JP01-CZ01-Hardware,2,2026-08
IC-2026-06-CZ01-JP01-Spare Parts,2026-06,CZ01,JP01,Spare Parts,CZK,9567904.5491,387207.51,ICSALE-2026-06-CZ01-JP01-SpareParts,ICBUY-2026-06-JP01-CZ01-SpareParts,2,2026-08
IC-2026-06-CZ01-US01-Hardware,2026-06,CZ01,US01,Hardware,CZK,39500444.4272,1598559.92,ICSALE-2026-06-CZ01-US01-Hardware,ICBUY-2026-06-US01-CZ01-Hardware,2,2026-08
IC-2026-07-CN01-DE01-Hardware,2026-07,CN01,DE01,Hardware,CNY,7383573.4735,952435.46,ICSALE-2026-07-CN01-DE01-Hardware,ICBUY-2026-07-DE01-CN01-Hardware,1,2026-08
IC-2026-07-CN01-ES01-Hardware,2026-07,CN01,ES01,Hardware,CNY,8472342.869,1092880.0,ICSALE-2026-07-CN01-ES01-Hardware,ICBUY-2026-07-ES01-CN01-Hardware,2,2026-09
IC-2026-07-CN01-ES01-Spare Parts,2026-07,CN01,ES01,Spare Parts,CNY,1429144.5764,184350.84,ICSALE-2026-07-CN01-ES01-SpareParts,ICBUY-2026-07-ES01-CN01-SpareParts,1,2026-08
IC-2026-07-CN01-JP01-Hardware,2026-07,CN01,JP01,Hardware,CNY,4459267.0572,575217.96,ICSALE-2026-07-CN01-JP01-Hardware,ICBUY-2026-07-JP01-CN01-Hardware,1,2026-08
IC-2026-07-CN01-JP01-Spare Parts,2026-07,CN01,JP01,Spare Parts,CNY,6118879.7792,789297.77,ICSALE-2026-07-CN01-JP01-SpareParts,ICBUY-2026-07-JP01-CN01-SpareParts,1,2026-08
IC-2026-07-CN01-US01-Hardware,2026-07,CN01,US01,Hardware,CNY,11336536.3349,1462343.3,ICSALE-2026-07-CN01-US01-Hardware,ICBUY-2026-07-US01-CN01-Hardware,2,2026-09
IC-2026-07-CZ01-DE01-Hardware,2026-07,CZ01,DE01,Hardware,CZK,35750102.5599,1443861.5,ICSALE-2026-07-CZ01-DE01-Hardware,ICBUY-2026-07-DE01-CZ01-Hardware,1,2026-08
IC-2026-07-CZ01-ES01-Hardware,2026-07,CZ01,ES01,Hardware,CZK,30044556.6743,1213428.09,ICSALE-2026-07-CZ01-ES01-Hardware,ICBUY-2026-07-ES01-CZ01-Hardware,1,2026-08
IC-2026-07-CZ01-ES01-Spare Parts,2026-07,CZ01,ES01,Spare Parts,CZK,14156349.9565,571741.26,ICSALE-2026-07-CZ01-ES01-SpareParts,ICBUY-2026-07-ES01-CZ01-SpareParts,1,2026-08
IC-2026-07-CZ01-JP01-Hardware,2026-07,CZ01,JP01,Hardware,CZK,9478749.8038,382824.13,ICSALE-2026-07-CZ01-JP01-Hardware,ICBUY-2026-07-JP01-CZ01-Hardware,2,2026-09
IC-2026-07-CZ01-JP01-Spare Parts,2026-07,CZ01,JP01,Spare Parts,CZK,5699779.2668,230200.51,ICSALE-2026-07-CZ01-JP01-SpareParts,ICBUY-2026-07-JP01-CZ01-SpareParts,1,2026-08
IC-2026-07-CZ01-US01-Hardware,2026-07,CZ01,US01,Hardware,CZK,37766280.617,1525290.13,ICSALE-2026-07-CZ01-US01-Hardware,ICBUY-2026-07-US01-CZ01-Hardware,2,2026-09
IC-2026-08-CN01-DE01-Hardware,2026-08,CN01,DE01,Hardware,CNY,8647064.4503,1109246.49,ICSALE-2026-08-CN01-DE01-Hardware,ICBUY-2026-08-DE01-CN01-Hardware,2,2026-10
IC-2026-08-CN01-ES01-Hardware,2026-08,CN01,ES01,Hardware,CNY,7770118.2213,996751.72,ICSALE-2026-08-CN01-ES01-Hardware,ICBUY-2026-08-ES01-CN01-Hardware,1,2026-09
IC-2026-08-CN01-ES01-Spare Parts,2026-08,CN01,ES01,Spare Parts,CNY,1392104.9967,178579.4,ICSALE-2026-08-CN01-ES01-SpareParts,ICBUY-2026-08-ES01-CN01-SpareParts,1,2026-09
IC-2026-08-CN01-JP01-Hardware,2026-08,CN01,JP01,Hardware,CNY,8312369.1051,1066311.73,ICSALE-2026-08-CN01-JP01-Hardware,ICBUY-2026-08-JP01-CN01-Hardware,2,2026-10
IC-2026-08-CN01-JP01-Spare Parts,2026-08,CN01,JP01,Spare Parts,CNY,6669432.7303,855555.65,ICSALE-2026-08-CN01-JP01-SpareParts,ICBUY-2026-08-JP01-CN01-SpareParts,1,2026-09
IC-2026-08-CN01-US01-Hardware,2026-08,CN01,US01,Hardware,CNY,13364791.6909,1714437.12,ICSALE-2026-08-CN01-US01-Hardware,ICBUY-2026-08-US01-CN01-Hardware,2,2026-10
IC-2026-08-CZ01-DE01-Hardware,2026-08,CZ01,DE01,Hardware,CZK,46738318.1728,1884646.29,ICSALE-2026-08-CZ01-DE01-Hardware,ICBUY-2026-08-DE01-CZ01-Hardware,1,2026-09
IC-2026-08-CZ01-ES01-Hardware,2026-08,CZ01,ES01,Hardware,CZK,32587991.3864,1314057.49,ICSALE-2026-08-CZ01-ES01-Hardware,ICBUY-2026-08-ES01-CZ01-Hardware,2,2026-10
IC-2026-08-CZ01-ES01-Spare Parts,2026-08,CZ01,ES01,Spare Parts,CZK,14489144.4869,584251.07,ICSALE-2026-08-CZ01-ES01-SpareParts,ICBUY-2026-08-ES01-CZ01-SpareParts,2,2026-10
IC-2026-08-CZ01-JP01-Hardware,2026-08,CZ01,JP01,Hardware,CZK,15594032.6669,628803.88,ICSALE-2026-08-CZ01-JP01-Hardware,ICBUY-2026-08-JP01-CZ01-Hardware,1,2026-09
IC-2026-08-CZ01-JP01-Spare Parts,2026-08,CZ01,JP01,Spare Parts,CZK,5489224.5934,221344.01,ICSALE-2026-08-CZ01-JP01-SpareParts,ICBUY-2026-08-JP01-CZ01-SpareParts,1,2026-09
IC-2026-08-CZ01-US01-Hardware,2026-08,CZ01,US01,Hardware,CZK,41829793.3713,1686718.05,ICSALE-2026-08-CZ01-US01-Hardware,ICBUY-2026-08-US01-CZ01-Hardware,2,2026-10
